4							
5	8	6	3				
SIGMOID	SIGMOID	SIGMOID	SIGMOID				
0.850709853	0.962672708	0.68364018	0.62044575	0.670444506	0.227661989	0.110539235	0.311459514
0.472477528	0.500022434	0.347936316	0.276207705	0.97781204	0.516011257	0.314414961	0.432029278
0.495531638	0.446188296	0.88021907	0.542596359	0.53147743	0.93077157	0.583588428	0.939557438
0.986856635	0.622253079	0.545246539	0.753482476	0.965338333	0.666505189	0.778347837	0.205693379
0.533653384	0.45878988	0.190344008	0.588886735	0.13014937	0.047181443	0.963582806	0.243323898
0.108029982	0.510775005	0.065401457	0.271975691	0.423618354	0.973893113	0.983807686	0.601412829
0.996643281	0.263786331	0.22608828	0.070434857	0.211483441	0.213015263		
0.113044712	0.444689712	0.08051276	0.207687816	0.016496107	0.879009896		
0.177638455	0.576802844	0.172582063	0.13877854	0.70125439	0.61992143		
0.237283842	0.517529338	0.336746909	0.247887262	0.016794784	0.696335619		
0.642592776	0.775008847	0.027827196	0.52681592	0.725392283	0.022881084		
0.693334556	0.733324241	0.9251437	0.323326163	0.638913339	0.321914412		
0.437363101	0.071192324	0.575693327	0.837566405	0.441076461	0.398113467		
0.880580573	0.616181119	0.818723026	0.371540167	0.197569772	0.50524788		
0.755444459	0.205099493	0.073067862	0.515511259	0.029541379	0.132161837		
0.335746737	0.408295081	0.781666664					
0.273364942	0.677843967	0.830118154					
0.189682145	0.533592792	0.532472863					
0.843568925	0.401448119	0.894456455					
0.489982849	0.948453488	0.785987262					
0.963544076	0.057933807	0.397010622					
0.782703348	0.032770442	0.553539637					
